Mineprep:0.5 | 时间戳1779623115.5028656,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑红砂岩台阶 [顶部],smooth_red_sandstone_slab_top,平滑紅砂岩半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑红砂岩楼梯,smooth_red_sandstone_stairs,平滑紅砂岩樓梯 (平滑紅砂岩階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑红砂岩楼梯 [内角],smooth_red_sandstone_stairs_inner,平滑紅砂岩樓梯 (平滑紅砂岩階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑红砂岩楼梯 [外角],smooth_red_sandstone_stairs_outer,平滑紅砂岩樓梯 (平滑紅砂岩階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩,smooth_sandstone,平滑砂岩,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩台阶,smooth_sandstone_slab,平滑砂岩半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩台阶 [顶部],smooth_sandstone_slab_top,平滑砂岩半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩楼梯,smooth_sandstone_stairs,平滑砂岩樓梯 (平滑砂岩階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩楼梯 [内角],smooth_sandstone_stairs_inner,平滑砂岩樓梯 (平滑砂岩階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑砂岩楼梯 [外角],smooth_sandstone_stairs_outer,平滑砂岩樓梯 (平滑砂岩階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑石头,smooth_stone,平滑石頭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑石头台阶,smooth_stone_slab,平滑石頭半磚 (平滑石半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑石头台阶 [双层],smooth_stone_slab_double,平滑石頭半磚 (平滑石半磚) [雙層],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,平滑石头台阶 [顶部],smooth_stone_slab_top,平滑石頭半磚 (平滑石半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,嗅探兽蛋,sniffer_egg,嗅探獸蛋,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,嗅探兽蛋,sniffer_egg_not_cracked,嗅探獸蛋,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,嗅探兽蛋,sniffer_egg_slightly_cracked,嗅探獸蛋,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,嗅探兽蛋,sniffer_egg_very_cracked,嗅探獸蛋,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩🌊,雪块,snow_block,雪 (雪塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度10],snow_height10,積雪 (雪) [高度10],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度12],snow_height12,積雪 (雪) [高度12],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度14],snow_height14,積雪 (雪) [高度14],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度2],snow_height2,積雪 (雪) [高度2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度4],snow_height4,積雪 (雪) [高度4],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度6],snow_height6,積雪 (雪) [高度6],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,雪 [高度8],snow_height8,積雪 (雪) [高度8],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,灵魂营火,soul_campfire,靈魂營火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_floor0,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_floor1,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_side0,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_side1,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_side_alt0,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火,soul_fire_side_alt1,靈魂火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,灵魂灯笼,soul_lantern,靈魂燈籠,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,灵魂灯笼,soul_lantern_hanging,靈魂燈籠,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,灵魂沙,soul_sand,靈魂砂,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,灵魂土,soul_soil,靈魂土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,灵魂火把,soul_torch,靈魂火炬 (靈魂火把),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,墙上的灵魂火把,soul_wall_torch,牆上嘅靈魂火炬 (牆上的靈魂火把),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,刷怪笼,spawner,生怪籠 (生怪磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,海绵,sponge,海綿,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,孢子花,spore_blossom,孢子花,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮,spruce_button,杉木按鈕,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮 [物品栏],spruce_button_inventory,杉木按鈕 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮 [按下],spruce_button_pressed,杉木按鈕 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部左],spruce_door_bottom_left,杉木門 [底部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部左打开],spruce_door_bottom_left_open,杉木門 [底部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部右],spruce_door_bottom_right,杉木門 [底部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部右打开],spruce_door_bottom_right_open,杉木門 [底部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部左],spruce_door_top_left,杉木門 [頂部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部左打开],spruce_door_top_left_open,杉木門 [頂部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部右],spruce_door_top_right,杉木門 [頂部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部右打开],spruce_door_top_right_open,杉木門 [頂部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门,spruce_fence_gate,杉木閘門 (杉木柵欄門),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [打开],spruce_fence_gate_open,杉木閘門 (杉木柵欄門) [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [墙上],spruce_fence_gate_wall,杉木閘門 (杉木柵欄門) [牆上],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [墙上打开],spruce_fence_gate_wall_open,杉木閘門 (杉木柵欄門) [牆上打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [物品栏],spruce_fence_inventory,杉木欄杆 (杉木柵欄) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [柱],spruce_fence_post,杉木欄杆 (杉木柵欄) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [侧面],spruce_fence_side,杉木欄杆 (杉木柵欄) [側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌,spruce_hanging_sign,杉木吊牌 (懸掛式杉木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉树叶,spruce_leaves,杉木樹葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉原木,spruce_log,杉木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉原木 [横置],spruce_log_horizontal,杉木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉木板,spruce_planks,杉木板 (杉木材),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木压力板,spruce_pressure_plate,杉木壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木压力板 [下],spruce_pressure_plate_down,杉木壓力板 [下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉树苗,spruce_sapling,杉木樹苗,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子,spruce_shelf,雲杉木架子,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [中间],spruce_shelf_center,雲杉木架子 [中間],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [物品栏],spruce_shelf_inventory,雲杉木架子 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [左],spruce_shelf_left,雲杉木架子 [左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [右],spruce_shelf_right,雲杉木架子 [右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [未连接],spruce_shelf_unconnected,雲杉木架子 [未連接],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木架子 [未充能],spruce_shelf_unpowered,雲杉木架子 [未充能],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木告示牌,spruce_sign,杉木指示牌 (杉木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木台阶,spruce_slab,杉木半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木台阶 [顶部],spruce_slab_top,杉木半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯,spruce_stairs,杉木樓梯 (杉木階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯 [内角],spruce_stairs_inner,杉木樓梯 (杉木階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯 [外角],spruce_stairs_outer,杉木樓梯 (杉木階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [底部],spruce_trapdoor_bottom,杉木地板門 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [打开],spruce_trapdoor_open,杉木地板門 [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [顶部],spruce_trapdoor_top,杉木地板門 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉木,spruce_wood,杉木 (杉木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,楼梯,stairs,樓梯,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄fruit,stem_fruit,蕈柄fruit,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth0,stem_growth0,蕈柄growth0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth1,stem_growth1,蕈柄growth1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth2,stem_growth2,蕈柄growth2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth3,stem_growth3,蕈柄growth3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth4,stem_growth4,蕈柄growth4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth5,stem_growth5,蕈柄growth5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth6,stem_growth6,蕈柄growth6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,菌柄growth7,stem_growth7,蕈柄growth7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黏性活塞,sticky_piston,黏性活塞,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黏性活塞 [物品栏],sticky_piston_inventory,黏性活塞 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,石头,stone,石頭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,切石机,stonecutter,切石機,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖,stone_bricks,石磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖台阶,stone_brick_slab,石磚半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖台阶 [顶部],stone_brick_slab_top,石磚半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯,stone_brick_stairs,石磚樓梯 (石磚階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯 [内角],stone_brick_stairs_inner,石磚樓梯 (石磚階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯 [外角],stone_brick_stairs_outer,石磚樓梯 (石磚階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头 [墙上物品栏],stone_brick_wall_inventory,石頭 [牆上物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头 [墙上柱],stone_brick_wall_post,石頭 [牆上柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头 [墙上侧面],stone_brick_wall_side,石頭 [牆上側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头 [墙上侧面高],stone_brick_wall_side_tall,石頭 [牆上側面高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮,stone_button,石製按鈕,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮 [物品栏],stone_button_inventory,石製按鈕 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮 [按下],stone_button_pressed,石製按鈕 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,石头,stone_mirrored,石頭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头压力板,stone_pressure_plate,石製壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头压力板 [下],stone_pressure_plate_down,石製壓力板 [下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头台阶,stone_slab,石頭半磚 (石半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头台阶 [顶部],stone_slab_top,石頭半磚 (石半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯,stone_stairs,石頭樓梯 (石頭階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯 [内角],stone_stairs_inner,石頭樓梯 (石頭階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯 [外角],stone_stairs_outer,石頭樓梯 (石頭階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮金合欢原木,stripped_acacia_log,剝皮相思木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮金合欢原木 [横置],stripped_acacia_log_horizontal,剝皮相思木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮金合欢木,stripped_acacia_wood,剝皮相思木 (剝皮相思木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,去皮竹块,stripped_bamboo_block,剝皮竹塊 (剝皮竹方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,去皮竹块,stripped_bamboo_block_x,剝皮竹塊 (剝皮竹方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,去皮竹块,stripped_bamboo_block_y,剝皮竹塊 (剝皮竹方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,去皮竹块,stripped_bamboo_block_z,剝皮竹塊 (剝皮竹方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮白桦原木,stripped_birch_log,剝皮樺木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮白桦原木 [横置],stripped_birch_log_horizontal,剝皮樺木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮白桦木,stripped_birch_wood,剝皮樺木 (剝皮樺木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮樱花原木,stripped_cherry_log,剝皮櫻花原木 (剝皮櫻花木原木),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮樱花原木,stripped_cherry_log_x,剝皮櫻花原木 (剝皮櫻花木原木),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮樱花原木,stripped_cherry_log_y,剝皮櫻花原木 (剝皮櫻花木原木),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮樱花原木,stripped_cherry_log_z,剝皮櫻花原木 (剝皮櫻花木原木),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮樱花木,stripped_cherry_wood,剝皮櫻花木 (剝皮櫻花木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮绯红菌核,stripped_crimson_hyphae,剝皮猩紅菌絲體 (剝皮緋紅菌絲體),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮绯红菌柄,stripped_crimson_stem,剝皮猩紅菌椗 (剝皮緋紅蕈柄),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮深色橡木原木,stripped_dark_oak_log,剝皮黑橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮深色橡木原木 [横置],stripped_dark_oak_log_horizontal,剝皮黑橡木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮深色橡木,stripped_dark_oak_wood,剝皮黑橡木 (剝皮黑橡木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮丛林原木,stripped_jungle_log,剝皮叢林木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮丛林原木 [横置],stripped_jungle_log_horizontal,剝皮叢林木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮丛林木,stripped_jungle_wood,剝皮叢林木 (剝皮叢林木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮红树原木,stripped_mangrove_log,剝皮紅樹原木 (剝皮紅樹林木原木),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮红树原木 [横置],stripped_mangrove_log_horizontal,剝皮紅樹原木 (剝皮紅樹林木原木) [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮红树木,stripped_mangrove_wood,剝皮紅樹木 (剝皮紅樹林木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮橡木原木,stripped_oak_log,剝皮橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮橡木原木 [横置],stripped_oak_log_horizontal,剝皮橡木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮橡木,stripped_oak_wood,剝皮橡木 (剝皮橡木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮灰白橡木原木,stripped_pale_oak_log,去皮灰白橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮灰白橡木原木 [横置],stripped_pale_oak_log_horizontal,去皮灰白橡木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮灰白橡木原木,stripped_pale_oak_wood,去皮灰白橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮云杉原木,stripped_spruce_log,剝皮杉木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮云杉原木 [横置],stripped_spruce_log_horizontal,剝皮杉木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,去皮云杉木,stripped_spruce_wood,剝皮杉木 (剝皮杉木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮诡异菌核,stripped_warped_hyphae,剝皮迷離菌絲體 (剝皮扭曲菌絲體),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮诡异菌柄,stripped_warped_stem,剝皮迷離菌椗 (剝皮扭曲蕈柄),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,结构方块,structure_block,結構方塊,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,结构方块 [角落],structure_block_corner,結構方塊 [角落],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,结构方块,structure_block_data,結構方塊,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,结构方块,structure_block_load,結構方塊,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,结构方块,structure_block_save,結構方塊,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,结构空位,structure_void,結構空位,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,甘蔗,sugar_cane,蔗 (甘蔗),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,向日葵 [底部],sunflower_bottom,向日葵 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,向日葵 [顶部],sunflower_top,向日葵 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙砾,suspicious_gravel_0,可疑嘅砂礫 (可疑的礫石),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙砾,suspicious_gravel_1,可疑嘅砂礫 (可疑的礫石),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙砾,suspicious_gravel_2,可疑嘅砂礫 (可疑的礫石),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙砾,suspicious_gravel_3,可疑嘅砂礫 (可疑的礫石),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙子,suspicious_sand_0,可疑嘅沙 (可疑的沙子),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙子,suspicious_sand_1,可疑嘅沙 (可疑的沙子),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙子,suspicious_sand_2,可疑嘅沙 (可疑的沙子),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,可疑的沙子,suspicious_sand_3,可疑嘅沙 (可疑的沙子),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,甜浆果丛 [生长阶段0],sweet_berry_bush_stage0,甜莓灌木叢 [生長階段0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,甜浆果丛 [生长阶段1],sweet_berry_bush_stage1,甜莓灌木叢 [生長階段1],,,,,,,
